filename	title	document_type	classification	security_level	date	origin_agency	sender	recipient	summary
104-10226-10001	Yuriy Ivanovic NOSENKO	Memorandum	Security	UNCLASSIFIED	1965-01-21		David E. Murphy, Chief, SR Division		Memorandum for record regarding Yuriy Ivanovic NOSENKO, discussing plans for hostile interrogation and concerns about potential consequences.
104-10226-10011	Memorandum of Visit to: Julio Pablo RODRIGUEZ Reyes	Memorandum	Cuba	UNCLASSIFIED	1961-04-06	Counter Intelligence Division	JUANITA F. O’LEARY	Chief, Miami Office	Memorandum regarding Julio Pablo Rodriguez Reyes, a member of the United Revolutionary Movement (URM), who arrived in the US as an exile and may have information of interest. He provided details on URM's structure, leaders, and activities, including contacts with a Catholic Chaplain and involvement in supplying radio transmitters to anti-Castro guerrillas.
104-10226-10045	Briefing of Mr. Maurice Oldfield, MI-6, by WR/4, Clark Simmons	Memorandum	Liaison	SECRET	1961-05-04	CIA	John G. Roberts, DC/WR/6	Record	Memorandum regarding a briefing of Mr. Maurice Oldfield, MI-6, by WR/4, Clark Simmons concerning Robert Horton Geddes and his contacts with the CIA regarding potential Cuban Navy defection.
104-10226-10067	Reactions from WH to UR Propaganda and Desire to concentrate UR efforts on PSYWAR	Dispatch	Operations	SECRET	1963-06-18	SAS/DCE/PA-PROF	Chief, Special Affairs Staff	Chief of Station, JIWAVE	This dispatch discusses reactions from the White House to propaganda efforts and the desire to concentrate efforts on PSYWAR. It notes that additional effort by the UR to influence foreign audiences will be highly valued.
104-10226-10087	PLANNED UPRISING BY OPPOSITION GROUPS IN CUBA	TELEGRAM INFORMATION REPORT	CUBA	SECRET	1962-08-27	CENTRAL INTELLIGENCE AGENCY	TFW/Intel	CINCLANT, CINCARIB	This document discusses a planned uprising by opposition groups in Cuba. Members of the UNIDAD REVOLUCIONARIA (UR) reported to the French Embassy in Habana that they were invited to a meeting organized by the DIRECTORIO REVOLUCIONARIO ESTUDIANTIL (DRE) and the MOVIMIENTO REVOLUCIONARIO DEL PUEBLO (MRP) to plan a stage of active warfare. The UR was advised not to participate, but the DRE and MRP planned an uprising for the last days of August, which would result in a general uprising of all internal resistance groups.
104-10226-10090	IN14497: GYROSE INTEL - Potential Uprising in Cuba	Cable	Cuba	SECRET	1962-08-31	JIAWAVE	JIAWAVE	UFICO	This cable discusses intelligence regarding a potential uprising in Cuba. It suggests that while information points to a planned revolt, there's a strong possibility it's a deception or provocation operation by Castro's forces. Various exile groups are mentioned, and their involvement is investigated, with most denying knowledge of the planned uprising. The cable concludes that a genuine popular uprising is unlikely at the time and arranges for a broadcast to warn Cuban patriots about potential provocations.
104-10226-10117	Attempted R.I.S. Penetration of Bell Telephone Labs	Memorandum	Soviet	SECRET	1963-07-01	New York Office	Chief, New York Office	Chief, Contact Division	This document discusses an attempted RIS penetration of Bell Telephone Laboratories and concerns about CI Staff's reaction to a request for assistance in defensive briefing of a subject.
104-10227-10003	Transcription Analysis of 11 June 1962 Tape	Memo	Soviet	SECRET	1962-06-11	Unknown	Unknown	Unknown	This document details the methodology used to transcribe a portion of a tape from June 11, 1962, involving Nosenko. Multiple professional Russian transcribers were tasked with transcribing the tape, focusing on specific phrases where previous transcriptions indicated Nosenko had claimed to be in the United States and used the alias Nikolayev in both England and the United States. The new transcriptions consistently indicated that Nosenko stated he had used the alias Nikolayev in England and the Soviet Union ('u nas').
104-10227-10046	Report on Conversation Involving Dr. Aureliano SAN Romani	Dispatch	Cuba	UNCLASSIFIED	1961-12-18	CIA	Tellano	Headquarters	A dispatch reports on an APOT source, Eduardo NUNEZ Garcia, who overheard a conversation involving Dr. Aureliano SAN Romani regarding a trip to Panama and Guatemala, where San Romani discussed creating a junta and expressed opinions about various political figures.
104-10227-10121	Comments Concerning KUBARK Aftermath of Cuban Operation	Cable	Cuba	SECRET	1961-05-02	Director	Director	Attached List	This cable discusses the aftermath of the Cuban operation, focusing on press and congressional commentary regarding KUBARK and other activities in the ODYOKE area. It addresses misinformation, reviews of the operation, and ongoing intelligence briefings to Congress.
104-10227-10150	Meeting with Dr. MIRO Cardona on 6 October	Memorandum	Cuba	SECRET	1961-10-10	Unknown	Unknown	Record	Memorandum for the record of a meeting with Dr. MIRO Cardona discussing propaganda campaigns, underground activities, commando plans, requests for arms, information on arms received by Castro regime, a proposal for the Council to go to Cuba and establish a government on Cuban soil, views about judges and lawyers, members of the Revolutionary Council, probable Argentine rupture of relations with Cuba, attendance to Homage to LACERDA, Propaganda Commission, views relative to Supreme Court Justice or PRIO being recognised as Head of a Provisional Government, offices of Council, and coordinating the activities of other exile groups.
104-10227-10153	Report on Cuban Operations for Period 1-15 September 61	Memorandum	Cuba	SECRET	1961-09-26	Western Hemisphere Division	J. C. KING, Chief, Western Hemisphere Division	Deputy Director (Plans)	This memorandum summarizes Cuban operations from September 1-15, 1961, detailing FI-CI activity, propaganda efforts (including Operations Bolivar and Virgen del Cobre), political action related to the Cuban Revolutionary Council (CRC), paramilitary activities, training, communications, and support. It includes information on agent activities, broadcasts, leaflet distribution, periodical publications, tours, and financial obligations.
104-10227-10271	ANTI-FIDEL CASTRO ACTIVITIES INTERNAL SECURITY - CUBA	Memo	Cuba	CONFIDENTIAL	1963-02-25	FEDERAL BUREAU OF INVESTIGATION	FEDERAL BUREAU OF INVESTIGATION	Unknown	FBI memo regarding anti-Fidel Castro activities, reporting that Guatemalan Ambassador Carlos Alejos contacted Miguel Ydigoras-Fuentes regarding Jose Miro Cardona's desire to meet and apologize for a missed meeting.
104-10228-10045	KNGS 0208: JAMAICAN POLITICAL CLIMATE RE ESTABLISHMENT AMBUD DELEGATION	Cable	Cuba	SECRET	1962-10-10	CIA	KINGSTON	DIRECTOR	Kingston station reports on the Jamaican government's stance on involvement in the Cold War and covert operations against Cuba, advising against overt involvement due to concerns for the Jamaican community in Cuba and potential loss of cooperation.
104-10228-10076	U. K. Liaison file	file	Liaison	Extra sensitive	1961-03-29	Unknown	Unknown	Chief, WH/A/PA	U. K. Liaison file referencing LOND 5956 (IN 27353), 29 March 1961 and LOND 5963 (IN 28181), 31 March 1961. Cables to be opened by Chief, WH/A/PA only.
104-10228-10083	Report on Cuban Invasion at Cochinos Bay	Cable	Cuba	SECRET	1961-04-19	CIA	Director	All Stations and Bases	Report on the failed Bay of Pigs invasion, detailing rebel losses and factors contributing to their defeat.
104-10228-10419	REQUEST POA FOR VICENTE HERRERO DIAZ	Cable	Cuba	SECRET	1961-12-16	PANAMA CITY	PANAMA CITY	DIRECTOR	Cable discussing Vicente Herrero Diaz, a Cuban national in Panama, and requesting POA for him for use in local public opinion research, monitoring, and support of JMRAKE activities.
104-10229-10002	AMBUD Program Administration and Financial Management	Cable	Administrative	SECRET	1968-08-19	CIA	DIRECTOR	JMWAVE, JMCOBRA	This collection of documents primarily pertains to the administration and financial management of the AMBUD program, specifically focusing on dependency payments and trust accounts managed by AMTIKI and MHMUTUAL. The documents include requests for account balances, instructions for terminating trust accounts, proposed payment plans, and the transfer of funds. They also discuss the handling of dependency cases, including those related to individuals killed during the Bay of Pigs invasion, and logistical arrangements for personnel travel to review AMTIKI files.
104-10229-10097	Cables regarding PBRUMEN Exiles and Manuel Perez Borroto	Cable	Cuba	SECRET	1963-01-14	CIA	DIRECTOR	SAN JOSE, JMWAVE, JLWAVE	These cables discuss PBRUMEN exiles in Miami and their proposed security proposals. It also mentions Manuel Perez Borroto, an ex-Batista police captain.
104-10230-10153	Analysis of Deposits for Expenses - July 1962	Report	Administrative	UNCLASSIFIED	1962-07-31	Revolutionary Council Finance Directorate	Paula Ad Hogan	N/A	Analysis of deposits for expenses out of the $81,500.00 budget for July 1962, including delegations, propaganda, clandestineness, and Judicatura Cubana Democrática.
104-10231-10042	"GARCIA AND PAULA" TRUST ACCOUNT	Financial Records	Cuba	UNCLASSIFIED	2025	Unknown	Unknown	Unknown	Financial records detailing transactions within the 'Garcia and Paula' trust account, including payments to recruit dependents, transfers to savings accounts, and reimbursements.
104-10231-10418	PM Case Officers in Contact with Segments of the CRC	Memorandum	Cuba	SECRET	1962-01-11		Glenn J. Farnsworth, Chief, PM	Chief of Operations	This memorandum lists PM case officers in contact with segments of the CRC (Cuban Revolutionary Council), detailing specific officers and their contacts within the CRC, including Siro Cardona, Carlos Hevia, and others. It also mentions the release of this document under the President John F. Kennedy Assassination Records Act of 1992.
104-10232-10004	Meeting with Dr. MIRO Cardona on 6 October	Memorandum	Cuba	UNCLASSIFIED	1961-10-10	Unknown	Unknown	The Record	Memorandum for the Record regarding a meeting with Dr. MIRO Cardona on 6 October 1961, discussing propaganda campaigns, underground activities, commando plans, and the possibility of establishing a government on Cuban soil.
104-10232-10018	Meeting with Dr. Miro in New York City on October 16, 1961	Memorandum	Cuba	SECRET	1961-10-20	CIA	Unknown	THE RECORD	This memorandum details a meeting with Dr. Miro in New York City on October 16, 1961, where they discussed the situation in Cuba, including the suffering of Cubans under Castro, the need for his overthrow, and the role of the Consejo (CRC) in fomenting opposition. Miro expressed concerns about the lack of a central plan, the infiltration of people into Cuba without Council involvement, and the need for arms and money for clandestine groups. He also discussed propaganda efforts and the involvement of various individuals and organizations in the Cuban resistance movement.
104-10232-10019	JMZIP/Operational - Contact with Dr. MIRO Cardona	Dispatch	Cuba	SECRET	1961-10-19	WH Division	Chief, WH Division	Chief of Station, JMWAVE	Report of contact with subject written by Theodore F. PASSAVOY, and a memo of WH/4 comments, Meeting with Dr. MIRO Cardona on 6 October discussing propaganda efforts, commando action plan, request for arms for Escambray, information on arms received by Castro regime, proposal that Council go to Cuba with Commando Group and Establish a Government on Cuban Soil, views about judges and lawyers, members of the Revolutionary Council, probable Argentine rupture of relations with Cuba, MIRO to attend Homage to LACERDA (Brazilian who Precipitated QUADROS' resignation) on October 15, Propaganda Commission, MIRO's Views Relative to Supreme Court Justice or PRIO being Recognized as Head of a Provisional Government, Offices of Council (Consejo Revolucionario), MIRO's Views on Coordinating the Activities of Other Exile Groups, Telephone Conversation with MIRO on 7 October.
104-10234-10007	ROME 9301	Cable	Cuba	SECRET	1966-03-11	CIA	Rome	DIR	This cable discusses Delorry's arrival in Italy, ETA to Cuba, contacts with Annie de Quendoz, German Camado-Blanco, Rolio (Montenegro) Guasp, Saverio Tutino, Protestant clerics in Cuba, and Cubamb in Belgium.
